column,medium,source,needs_rescore,deployed_prompt,canonical_prompt,ensemble,low_signal,genre_track
tone_Jaded,book,prompts_master,False,"On a scale 0-100, how strongly does 'Jaded' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Jaded' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Sarcastic,book,prompts_master,False,"On a scale 0-100, how strongly does 'Sarcastic' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Sarcastic' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Hypocritical,book,prompts_master,False,"On a scale 0-100, how strongly does 'Hypocritical' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Hypocritical' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q247_protag_relatable,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how RELATABLE a typical reader would find the main protagonist, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how RELATABLE a typical reader would find the main protagonist, from 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Inspirational,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Inspirational' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Inspirational' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_proactive_Middle,book,prompts_master,False,"Consider the single MAIN protagonist of this book. At the Middle of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this book. At the Middle of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.",False,False,False
book_opening_hook,book,prompts_master,False,"Consider this book. Did it begin with a hook (something dramatic, mysterious, or shocking)? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this book. Did it begin with a hook (something dramatic, mysterious, or shocking)? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
book_Q485_wb_relevance,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how RELEVANT world-building (the developed detail of an imaginary/immersive world) is to this book, from 1 (not at all relevant) to 5 (critically relevant). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how RELEVANT world-building (the developed detail of an imaginary/immersive world) is to this book, from 1 (not at all relevant) to 5 (critically relevant). Return ONLY JSON {""v"": number}.",False,False,False
tone_Judgmental,book,prompts_master,False,"On a scale 0-100, how strongly does 'Judgmental' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Judgmental' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_likable_Middle,book,prompts_master,False,"Consider the single MAIN protagonist of this book. At the Middle of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this book. At the Middle of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.",False,False,False
tone_Dry,book,prompts_master,False,"On a scale 0-100, how strongly does 'Dry' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Dry' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q638_resolved,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how RESOLVED the ending is: 1 = entirely unresolved (loose ends, ambiguous), 7 = entirely resolved (all threads tied up). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how RESOLVED the ending is: 1 = entirely unresolved (loose ends, ambiguous), 7 = entirely resolved (all threads tied up). Return ONLY JSON {""v"": number}.",False,False,False
tone_Conniving,book,prompts_master,False,"On a scale 0-100, how strongly does 'Conniving' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Conniving' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_immersive_setting,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot summary. How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot summary. How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
book_Q727_char_quality,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how a typical reader would rate the QUALITY OF THE CHARACTER WRITING, from 1 (lowest) to 7 (highest). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how a typical reader would rate the QUALITY OF THE CHARACTER WRITING, from 1 (lowest) to 7 (highest). Return ONLY JSON {""v"": number}.",False,False,False
book_Q469_imp_characters,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict how IMPORTANT the characters are to a reader's experience of the book, relative to other elements: 1 = not at all important, 5 = most important. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict how IMPORTANT the characters are to a reader's experience of the book, relative to other elements: 1 = not at all important, 5 = most important. Return ONLY JSON {""v"": number}.",False,False,False
mood_Energetic,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Energetic' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Energetic' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Laid_back,book,prompts_master,False,"On a scale 0-100, how strongly does 'Laid-back' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Laid-back' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
writing_Straightforward,book,prompts_master,False,"On a scale 0-100, how strongly does 'Straightforward' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Straightforward' describe the writing style of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
tone_Optimistic,book,prompts_master,False,"On a scale 0-100, how strongly does 'Optimistic' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Optimistic' describe the narrator tone of this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Optimistic,book,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Optimistic' apply to this book based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Optimistic' apply to this book based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
book_Q487_n_settings,book,prompts_master,False,"You are estimating audience-survey ratings for a book from its plot. Predict the NUMBER of major settings (distinct high-level places/worlds) in the book, from 1 to 5 (5 meaning five or more). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a book from its plot. Predict the NUMBER of major settings (distinct high-level places/worlds) in the book, from 1 to 5 (5 meaning five or more). Return ONLY JSON {""v"": number}.",False,False,False
